src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.65.16,143.110.209.194,57620,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:41:57,231940.0,569.1127015607484,8.6229197206174,4.3114598603087,4.3114598603087,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.6,224.0.0.251,5353,5353,0c:9d:92:5f:25:6e,01:00:5e:00:00:fb,17,2022-03-11 15:41:57,2051836.0000000002,219.31577377529197,2.924210317003893,2.924210317003893,0.0,6,0,450,0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,75,75,75.0,0.0,0.0,48,0,8,6,410367.2,1031980.0,1146.0,500986.479390572,2051836.0,1031979.9999999999,1146.0,410367.2,500986.47939057194,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0,6,0,450,0
192.168.65.85,224.0.0.251,5353,5353,10:1f:74:44:f9:e2,01:00:5e:00:00:fb,17,2022-03-11 15:41:57,2154981.0,214.38704099943342,2.3202060714224397,2.3202060714224397,0.0,5,0,462,0,102.0,86.0,92.4,7.8383671769061705,0.0,0.0,0.0,0.0,102,86,92.4,7.8383671769061705,61.44000000000001,40,0,8,5,538745.25,1018140.0,103318.0,419503.641747825,2154981.0,1018140.0,103318.0,538745.25,419503.641747825,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,4.0,0.0,0.0,182.96314084379435,0.0,92.4,0.0,0,5,0,462,0
192.168.65.6,224.0.0.252,57660,5355,0c:9d:92:5f:25:6e,01:00:5e:00:00:fc,17,2022-03-11 15:41:57,0.0,0,0,0,0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69,69,69.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0,1,0,69,0
192.168.65.6,224.0.0.252,64760,5355,0c:9d:92:5f:25:6e,01:00:5e:00:00:fc,17,2022-03-11 15:41:57,0.0,0,0,0,0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69,69,69.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0,1,0,69,0
192.168.65.6,224.0.0.252,57395,5355,0c:9d:92:5f:25:6e,01:00:5e:00:00:fc,17,2022-03-11 15:41:58,0.0,0,0,0,0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69,69,69.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0,1,0,69,0
192.168.65.6,224.0.0.252,52431,5355,0c:9d:92:5f:25:6e,01:00:5e:00:00:fc,17,2022-03-11 15:41:58,0.0,0,0,0,0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69,69,69.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0,1,0,69,0
192.168.65.37,239.255.255.250,39081,1900,d8:bb:c1:01:18:1f,01:00:5e:7f:ff:fa,17,2022-03-11 15:41:58,3002023.0,285.14105321644774,1.3324348281142417,1.3324348281142417,0.0,4,0,856,0,214.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0,214,214,214.0,0.0,0.0,32,0,8,4,1000674.3333333334,1001074.0,1000398.0,289.4274040622661,3002023.0,1001074.0,1000397.9999999999,1000674.3333333334,289.4274040623031,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,214.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,4,0,856,0
192.168.65.16,143.110.209.194,57370,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:41:59,7018927.0,469.01755781189917,1.9946068679728397,0.8548315148455028,1.1397753531273371,6,8,1692,1600,1014.0,66.0,282.0,342.0019493121835,788.0,66.0,200.0,232.56181973832247,1014,66,235.14285714285714,287.5420111275313,82680.40816326531,120,160,20,3,539917.4615384615,6166906.0,0.0,1627574.9909038867,6830034.0,6378297.0,0.0,1366006.8,2512241.886974851,6807536.0,6492480.0,17.0,972505.1428571428,2255533.520493888,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,235.14285714285714,501,554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,4.0,0.0,31951.357634645763,282.0,200.0,0,6,8,1692,1600
192.168.65.16,143.110.209.194,57614,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:41:59,229052.0,576.2883537362695,8.73164172327681,4.365820861638405,4.365820861638405,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,143.110.209.194,57618,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:41:59,239760.0,550.5505505505505,8.341675008341674,4.170837504170837,4.170837504170837,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.6,224.0.0.252,56093,5355,0c:9d:92:5f:25:6e,01:00:5e:00:00:fc,17,2022-03-11 15:41:59,0.0,0,0,0,0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69,69,69.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0,1,0,69,0
192.168.65.6,224.0.0.252,52694,5355,0c:9d:92:5f:25:6e,01:00:5e:00:00:fc,17,2022-03-11 15:41:59,0.0,0,0,0,0,1,0,69,0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,69,69,69.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0,1,0,69,0
140.116.82.55,140.116.82.63,138,138,00:11:32:17:94:ff,ff:ff:ff:ff:ff:ff,17,2022-03-11 15:42:00,0.0,0,0,0,0,1,0,225,0,225.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0,225,225,225.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,225.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0,1,0,225,0
192.168.65.22,192.168.65.255,138,138,00:11:32:17:95:00,ff:ff:ff:ff:ff:ff,17,2022-03-11 15:42:00,0.0,0,0,0,0,1,0,225,0,225.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0,225,225,225.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,225.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0,1,0,225,0
192.168.65.16,159.65.151.139,49940,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:00,1071132.0,3804.3863874853896,8.402325763771412,4.667958757650784,3.7343670061206278,5,4,3324,751,1514.0,66.0,664.8,691.1921295848209,478.0,66.0,187.75,170.35019078357382,1514,66,452.77777777777777,578.3631649900294,334503.95061728393,100,80,20,3,133891.5,780574.0,0.0,254230.90806046774,1071132.0,780785.0,0.0,267783.0,318773.2941896168,849099.0,824093.0,1196.0,283033.0,382698.56802188326,0,0,0,0,1,0,0,0,0,0,0,0.8,452.77777777777777,2180,1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.8,187.75,0,5,4,3324,751
140.116.82.62,224.0.0.9,520,520,b4:e9:b0:c9:dc:80,01:00:5e:00:00:09,17,2022-03-11 15:42:01,601.0,26046589.018302828,48252.91181364393,48252.91181364393,0.0,29,0,15654,0,546.0,366.0,539.7931034482758,32.84380937873285,0.0,0.0,0.0,0.0,546,366,539.7931034482758,32.84380937873285,1078.7158145065398,232,0,8,29,21.464285714285715,55.0,0.0,14.044526495749007,601.0,55.0,0.0,21.464285714285715,14.04452649574901,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,539.7931034482758,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14436.0,29.0,0.0,0.0,24019966.722129785,0.0,539.7931034482758,0.0,0,29,0,15654,0
192.168.65.16,178.128.45.155,40364,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,209731.0,629.3776313468204,9.536024717376067,4.768012358688034,4.768012358688034,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,723,1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45716,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,209366.0,630.474862203032,9.552649427318666,4.776324713659333,4.776324713659333,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45728,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,267282.0,493.8604170875704,7.482733592235915,3.7413667961179575,3.7413667961179575,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45714,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,250809.0,526.2969032211763,7.974195503351155,3.9870977516755777,3.9870977516755777,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45722,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,1,0,66,0
192.168.65.16,178.128.45.155,45726,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,209028.0,631.4943452551812,9.568096140230017,4.784048070115008,4.784048070115008,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45734,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,209003.0,631.569881772032,9.569240632909576,4.784620316454788,4.784620316454788,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,143.110.209.194,51432,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,225748.0,584.7227882417562,8.859436185481156,4.429718092740578,4.429718092740578,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,2157,1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,143.110.209.194,54568,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,224672.0,587.5231448511607,8.901865831078194,4.450932915539097,4.450932915539097,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45730,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,1,0,66,0
192.168.65.16,178.128.45.155,45720,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,267192.0,494.02676726848114,7.4852540495224416,3.7426270247612208,3.7426270247612208,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45736,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,267190.0,494.03046521202145,7.485310078970022,3.742655039485011,3.742655039485011,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45732,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,209052.0,631.421847195913,9.56699768478656,4.78349884239328,4.78349884239328,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,45718,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,209852.0,629.0147341936222,9.530526275660941,4.765263137830471,4.765263137830471,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,143.110.209.194,57650,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:01,317250.0,416.0756501182033,6.304176516942475,3.1520882584712373,3.1520882584712373,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,40370,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:03,203470.0,648.7442866270211,9.8294588882882,4.9147294441441,4.9147294441441,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,178.128.45.155,40336,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:03,200727.0,657.6095891434635,9.96378165368884,4.98189082684442,4.98189082684442,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,1318,1462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.37,239.255.255.250,34886,1900,d8:bb:c1:01:18:1f,01:00:5e:7f:ff:fa,17,2022-03-11 15:42:04,3001363.0,285.20375576029954,1.3327278306556054,1.3327278306556054,0.0,4,0,856,0,214.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0,214,214,214.0,0.0,0.0,32,0,8,4,1000454.3333333334,1000641.0,1000092.0,256.24771001686804,3001363.0,1000640.9999999999,1000092.0,1000454.3333333334,256.24771001681313,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,214.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,4,0,856,0
192.168.65.16,49.12.18.68,56784,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:04,1005153.0,11382.346767109088,27.856455683861064,13.928227841930532,13.928227841930532,14,14,2420,9021,957.0,66.0,172.85714285714286,254.63920053475582,1514.0,66.0,644.3571428571429,663.4124559689047,1514,66,408.60714285714283,555.0285281783601,308056.66709183675,280,280,20,3,37227.88888888889,289313.0,6.0,87830.50552366876,777586.0,289373.0,25.0,59814.307692307695,106968.88723390168,715840.0,238789.0,19.0,55064.61538461538,97845.56647362401,0,0,0,0,1,0,0,0,0,0,0,1.0,408.60714285714283,64240,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044.5,4.5,0.0,652286.1059591968,172.85714285714286,644.3571428571429,0,14,14,2420,9021
192.168.65.16,49.12.18.68,56786,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:04,7683178.0,909.1290088554503,2.0824716022458416,1.171390276263286,0.9110813259825556,9,7,2083,4902,950.0,66.0,231.44444444444446,299.7892263689834,1514.0,66.0,700.2857142857143,686.7200956692024,1514,66,436.5625,557.6436999498425,310966.49609375,180,140,20,3,512211.86666666664,7003476.0,19.0,1737125.9729506038,7683178.0,7003476.0,38.0,960397.25,2286451.506039421,455782.0,228787.0,54.0,75963.66666666667,105560.70535110222,0,0,0,0,1,0,0,0,0,0,0,0.7777777777777778,436.5625,64240,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.44444444444446,700.2857142857143,0,9,7,2083,4902
192.168.65.16,143.110.209.194,57282,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:05,344764.0,382.8706013388869,5.801069717255862,2.900534858627931,2.900534858627931,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,143.110.209.194,57582,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-03-11 15:42:05,4831389.0,990.1914335608249,2.6907375911978937,1.6558385176602424,1.0348990735376515,8,5,3416,1368,1514.0,66.0,427.0,567.290049269331,580.0,66.0,273.6,193.4668963931556,1514,66,368.0,466.9126091844004,218007.38461538462,160,100,20,4,402615.75,3857846.0,0.0,1051805.9885967663,4387742.0,4081378.0,0.0,626820.2857142857,1414128.7043553118,4607857.0,4159498.0,181.0,1151964.25,1745781.9933869713,0,0,0,0,1,0,0,0,0,0,0,0.625,368.0,501,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,273.6,0,8,5,3416,1368
