src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.65.37,239.255.255.250,55260,1900,d8:bb:c1:01:18:1f,01:00:5e:7f:ff:fa,17,2022-04-26 10:04:52,3002231.0,285.1212981279588,1.3323425146166301,1.3323425146166301,0.0,4,0,856,0,214.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0,214,214,214.0,0.0,0.0,32,0,8,4,1000743.6666666666,1000989.0,1000599.0,174.4043832272827,3002231.0,1000988.9999999999,1000599.0,1000743.6666666666,174.40438322722812,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,214.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,4,0,856,0
192.168.65.14,18.179.245.253,44392,443,00:0c:29:59:9d:5f,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:53,37837.0,3488.6486772207095,52.85831329122287,26.429156645611435,26.429156645611435,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,138.199.9.179,34704,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:53,142482.0,926.4328125657978,14.036860796451482,7.018430398225741,7.018430398225741,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,198.244.142.158,39572,10799,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:53,255627.0,516.3773779765048,7.8238996663106795,3.9119498331553397,3.9119498331553397,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,198.244.142.158,39456,10799,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:53,262392.0,503.06411780846975,7.622183603158632,3.811091801579316,3.811091801579316,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,185.24.9.76,47370,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:54,454520.0,3806.2131479362847,28.601601689694625,13.20073924139752,15.400862448297106,6,7,761,969,233.0,66.0,126.83333333333333,68.52594804565315,328.0,66.0,138.42857142857142,86.68804027390752,328,66,133.07692307692307,79.03890136504988,6247.147928994084,120,140,20,3,37876.666666666664,205074.0,2.0,75130.9960328551,252796.00000000003,252099.00000000003,2.0,50559.200000000004,100770.00833462307,249167.0,202172.0,9.0,41527.833333333336,73857.63792011554,0,0,0,0,1,0,0,0,0,0,0,1.1666666666666667,133.07692307692307,3674,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,4.0,0.0,14083333.333333334,126.83333333333333,138.42857142857142,0,6,7,761,969
192.168.65.16,8.8.8.8,46122,53,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,17,2022-04-26 10:04:54,8354.0,25855.877423988506,239.40627244433804,119.70313622216902,119.70313622216902,1,1,100,116,100.0,100.0,100.0,0.0,116.0,116.0,116.0,0.0,116,100,108.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,108.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,116.0,0,1,1,100,116
192.168.65.16,8.8.8.8,57951,53,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,17,2022-04-26 10:04:54,16946.0,13454.50253747197,118.02195208308746,59.01097604154373,59.01097604154373,1,1,100,128,100.0,100.0,100.0,0.0,128.0,128.0,128.0,0.0,128,100,114.0,14.0,196.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,114.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,128.0,0,1,1,100,128
192.168.65.27,239.255.255.250,62991,1900,28:16:ad:3c:ed:85,01:00:5e:7f:ff:fa,17,2022-04-26 10:04:54,3028865.0,286.57599463825557,1.3206267034020993,1.3206267034020993,0.0,4,0,868,0,217.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,217,217,217.0,0.0,0.0,32,0,8,4,1009621.6666666666,1012777.0,1008043.0,2231.1577463032254,3028865.0,1012777.0,1008043.0,1009621.6666666666,2231.157746303198,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,217.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0,4,0,868,0
192.168.65.37,224.0.0.251,5353,5353,d8:bb:c1:01:18:1f,01:00:5e:00:00:fb,17,2022-04-26 10:04:55,5248754.0,93.73653251800332,1.1431284453415038,1.1431284453415038,0.0,6,0,492,0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,82,82,82.0,0.0,0.0,48,0,8,6,1049750.8,4247669.0,11.0,1645289.2328872026,5248754.0,4247669.0,11.0,1049750.8,1645289.2328872026,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,82.0,0,0,0.0,0.0,0.0,0.0,3246632.0,1001037.0,2123834.5,1122797.5,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0,6,0,492,0
138.199.9.179,192.168.65.16,443,57610,b4:e9:b0:c9:dc:80,00:0c:29:d6:06:2e,6,2022-04-26 10:04:55,74.0,3243243.2432432435,27027.027027027027,13513.513513513513,13513.513513513513,1,1,174,66,174.0,174.0,174.0,0.0,66.0,66.0,66.0,0.0,174,66,120.0,54.0,2916.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,120.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,66.0,0,1,1,174,66
192.168.65.40,140.116.82.53,36070,443,b4:e9:b0:c9:dc:80,a8:5e:45:3d:65:38,6,2022-04-26 10:04:57,3125674.0,776.4725304046423,1.5996549864125305,0.6398619945650122,0.9597929918475183,2,3,1224,1203,1158.0,66.0,612.0,546.0,1071.0,66.0,401.0,473.76154339498686,1158,66,485.4,514.3942456909875,264601.44000000006,40,60,20,1,781418.5,2992127.0,52.0,1276960.573935331,0,0.0,0.0,0.0,0.0,3125622.0,2992127.0,133495.0,1562811.0,1429316.0,0,0,0,0,1,0,0,0,0,0,0,1.5,485.4,7745,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,401.0,0,2,3,1224,1203
192.168.65.16,185.24.9.76,37948,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:57,202398.0,652.1803575134142,9.881520568385064,4.940760284192532,4.940760284192532,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,52.196.192.35,41632,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:57,39938.0,3154.890079623416,50.0776203114828,25.0388101557414,25.0388101557414,1,1,66,60,66.0,66.0,66.0,0.0,60.0,60.0,60.0,0.0,66,60,63.0,3.0,9.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,63.0,501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,60.0,0,1,1,66,60
192.168.65.37,239.255.255.250,59598,1900,d8:bb:c1:01:18:1f,01:00:5e:7f:ff:fa,17,2022-04-26 10:04:57,3000740.0,285.26296846777797,1.3330045255503642,1.3330045255503642,0.0,4,0,856,0,214.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0,214,214,214.0,0.0,0.0,32,0,8,4,1000246.6666666666,1000499.0,999984.0,210.37479781465163,3000740.0,1000499.0,999984.0,1000246.6666666666,210.37479781465166,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,214.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,4,0,856,0
111.13.63.103,140.116.82.41,43670,5470,b4:e9:b0:c9:dc:80,00:0c:29:52:36:7b,6,2022-04-26 10:04:58,69.0,1942028.9855072466,28985.507246376812,14492.753623188406,14492.753623188406,1,1,74,60,74.0,74.0,74.0,0.0,60.0,60.0,60.0,0.0,74,60,67.0,7.0,49.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,67.0,29200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,60.0,0,1,1,74,60
192.168.65.40,140.116.82.53,36096,443,b4:e9:b0:c9:dc:80,a8:5e:45:3d:65:38,6,2022-04-26 10:04:58,372049.0,223274.35364696584,198.89853218258884,40.317270037011255,158.5812621455776,15,59,1641,81428,717.0,66.0,109.4,162.38793058598907,1514.0,66.0,1380.135593220339,404.5843842603913,1514,66,1122.554054054054,629.9392322020818,396823.4362673484,300,1180,20,1,5096.561643835616,133115.0,0.0,22913.46884101994,372049.0,344410.0,1.0,26574.928571428572,88204.64225996942,259734.0,133115.0,0.0,4478.172413793103,21938.95185402056,0,0,0,0,1,0,0,0,0,0,0,3.933333333333333,1122.554054054054,6835,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77534.0,58.0,0.0,612340.9598875366,109.4,1380.135593220339,0,15,59,1641,81428
192.168.65.16,138.199.9.179,33680,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:58,275636.0,4977.579126093834,36.27973123975098,21.767838743850586,14.51189249590039,6,4,779,593,288.0,66.0,129.83333333333334,79.69612426098412,267.0,66.0,148.25,73.42470633240558,288,66,137.2,77.77377450014883,6048.76,120,80,20,3,30626.222222222223,138563.0,2.0,56876.3728191393,275636.0,138630.0,2.0,55127.2,67495.98608035888,140046.0,138627.0,11.0,46682.0,65017.43443620847,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,137.2,1224,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.83333333333334,148.25,0,6,4,779,593
192.168.65.16,185.24.9.76,57390,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:59,215682.0,612.0121289676467,9.272911044964346,4.636455522482173,4.636455522482173,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,1807,1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.65.16,185.24.9.76,37956,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:04:59,199987.0,660.0429027886813,10.000650042252747,5.000325021126374,5.000325021126374,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
60.249.215.220,140.116.82.51,58566,161,b4:e9:b0:c9:dc:80,00:0c:29:2a:36:2b,17,2022-04-26 10:04:59,0.0,0,0,0,0,1,0,121,0,121.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,121,121,121.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0,1,0,121,0
34.203.19.13,192.168.65.14,443,60504,b4:e9:b0:c9:dc:80,00:0c:29:59:9d:5f,6,2022-04-26 10:05:00,200830.0,1324.503311258278,14.938007269830203,9.958671513220136,4.979335756610068,2,1,164,102,98.0,66.0,82.0,16.0,102.0,102.0,102.0,0.0,102,66,88.66666666666667,16.110727964792762,259.55555555555554,40,20,20,1,100415.0,200260.0,570.0,99845.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,88.66666666666667,114,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,102.0,0,2,1,164,102
192.168.65.18,163.28.113.1,39100,53,00:0c:29:37:4e:18,b4:e9:b0:c9:dc:80,17,2022-04-26 10:05:00,2450.0,101224.48979591837,816.3265306122449,408.16326530612247,408.16326530612247,1,1,100,148,100.0,100.0,100.0,0.0,148.0,148.0,148.0,0.0,148,100,124.0,24.0,576.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,124.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,148.0,0,1,1,100,148
192.168.65.16,138.199.9.179,57656,443,00:0c:29:d6:06:2e,b4:e9:b0:c9:dc:80,6,2022-04-26 10:05:00,278267.0,4916.141691253365,43.12404992327513,17.96835413469797,25.15569578857716,5,7,563,805,177.0,66.0,112.6,42.20236960171787,234.0,66.0,115.0,55.6365758420535,234,66,114.0,50.48927278805535,2549.1666666666665,100,140,20,3,25297.0,134296.0,12.0,51417.59801680921,144034.0,143586.0,33.0,36008.5,62110.03182457726,143938.0,134617.0,12.0,23989.666666666668,49557.16056120335,0,0,0,0,1,0,0,0,0,0,0,1.4,114.0,501,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,4.0,0.0,41621.16248028152,112.6,115.0,0,5,7,563,805
192.168.65.17,239.255.255.250,63536,1900,d8:bb:c1:58:a5:ca,01:00:5e:7f:ff:fa,17,2022-04-26 10:05:00,0.0,0,0,0,0,1,0,217,0,217.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,217,217,217.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,217.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0,1,0,217,0
